,business_id,compliment_count,date,text,user_id
16,xZfPdAYeimiruXuGR4nSUA,0,2011-04-21 22:43:28,Dinner!!,CbmNBkKa9QKNxPiN_whFUw
17,D2nfOrnJ2OBlX_428sKyMg,0,2011-12-30 17:10:16,Long lines at lunch!!,3KkT6SmPFLGvBS1pnDBr8g
18,C7JaaErXLB3B3486LfWg5w,0,2013-02-17 06:22:49,"Go somewhere else to buy a car or mini van.
Rude, assuming sales staff; they are not going to lower the price on a vehicle,  The black sales guy is unprofessional and barely knows his job; he is rude and insults customers.",kMcz3zQgNjZYV65qY9ztGA
19,j9I2YkFCOKyAEb_3FbFqUA,0,2011-04-09 18:58:36,#poutinecrawl #yyc stop #1,JnHaPHkRO2_8V-DysmIBVw
20,LrO_Xy6lfpbTgFoJcOjY4w,0,2015-05-21 01:13:24,I love the gourmet veggie pizza!!,EZbvMdvCA2D9vF6VjILYXA
21,0PVxodALQu-soL5J8bjerQ,0,2012-07-24 16:24:09,"If there's a more authentic breakfast place in Pittsburgh, I haven't found it. Ritter's is comfort food at its best!",pDAqvfflIM4AM23VRpqAaw
22,cnfYugAYBFKgwDCTAVdViA,0,2015-05-29 04:25:09,No,gGlFgp4nXNL5azpUtLK05w
23,1l7gJx3BVWBZ8Wx1vPCkeA,0,2013-11-30 04:03:27,"New Dr Who! He talks with an accent, "" I'm the Doctor"" Oui Garcon!",HmILc-lgVKZS7mWNdYCSJw
24,7sPNbCx7vGAaH7SbNPZ6oA,0,2012-08-02 06:25:54,Late night burger cravings...,lesnCKZUYH554j-EDZBlTw
25,PEb1Hm0kQ52cObjPAE6nFQ,0,2014-09-06 23:29:08,Cash only! ATM on site,alUuOskFSl1bODjnce2PpQ
26,i6G3zsEJIqpGktMWyffXjw,0,2013-12-19 21:29:53,Holiday party,hf27xTME3EiCp6NL6VtWZQ
27,XP0YZRa6Un25QaOH2g1ivA,0,2011-12-30 22:00:46,oh damn. run do not walk to circle-h. pulled pork.,TYCkjEHPSJSnFb6m6GDluw
28,p-8AMN9Q0qwym-3Pdle20Q,0,2017-03-10 19:32:16,Good mix of cuisine,r64WY53LOMRPowHDu2JIXw
29,wyPkRQg3F5Yz2WqRFax7-g,0,2010-12-18 02:00:22,"Burgers, salads, entrees of chili and even a ribeye steak.",r5ggPC6OccLk6dDl5yqsJQ
30,PtwW1Hwme8Y0wy54zNr8Xw,0,2014-06-07 17:04:01,Wonderful food and great service! I will definitely be back with my family!,8aXyfFUFrypoE6PkUQBtmg
31,IzC1oXHT_TxYej_6YTfBnA,0,2012-10-16 18:25:20,Over 100 group fitness class a week!!!,O_GWZZfQx7qv-n-CN7hsIA
32,e5Qw3r7mkwPLcdDzZzTeew,0,2011-07-12 20:41:17,good stuff!,lhPuskGXTRSjCwKOOOYeoA
33,7jKDOB9b_nijq0-djwyUTw,0,2016-05-22 00:11:14,Tara did a great job. I will go back for another hair cut.,ZXIOnRHvDUK-corzrUbqoA
34,NqCHqgF_FY0Aw9gD-Z3ABQ,1,2014-06-03 04:23:22,Its open! Lobby closes at 10pm.The drive-thru open till 11pm,2EuPAGalYnP7eSxPgFCNDg
35,DkYS3arLOhA8si5uUEmHOw,0,2012-11-04 03:58:17,You know I had to come back first thing after checking into the hotel!! :],ZK6aHHTiNlQWCCmv69OXnA
36,6pSwIh7gbTEpfxDlKEiB5A,0,2012-05-25 00:05:01,PTL time!,0FMte0z-repSVWSJ_BaQTg
37,I0f12eU-xFn6Kd_4H57jrQ,0,2016-07-30 08:08:12,Soup was awesome!!,uu-gMsKDyKU_9MUItbNkHA
38,vYn0gishV27DpfM_loZITQ,0,2013-12-11 17:45:51,Southwestern egg rolls...yummy!,CcJQAZfk6QkaBjPnKepLcg
39,Lzv68iVkRHstVvW3aXNWkA,0,2015-09-28 00:55:47,So far everything has been great,ge72-Ti-WqR3w0YENY5pRQ
40,19umlhmVB9O3njIBfRAe8g,1,2014-08-24 03:56:50,Hey mom look at me! I'm Nancy friggen' Kerrigan!!,gtwM4ijo65AN4DvXdgCu_w
41,ZhLSAiRj9kANxf8m2SBfRA,0,2017-03-21 22:30:13,"New Milk Tea Recipe! not as sweet, and nice tea flavor.",t511fq0nFeppix5_MP-nxA
42,jaJnPIX9VxsFyfV5zQwk0g,0,2011-01-01 23:54:04,Lots of people on the second floor!,29yBaTFMSh-l6wNwy9d_mA
43,XXGzCIcxzAZ6H98mxZbdqA,0,2010-04-26 15:34:54,Um. All kinds of awesome!  Big clean and all the Chinese and western groceries you can imagine.,qvvpeBLkV4Shx0Teh87lPA
44,Z15a7_8FQ82_baSJiqMoIw,0,2012-08-03 21:54:49,Tons of wing flavors...,R_wlZO-jKFGEVJnSfWISqQ
45,e7207sqC-pSn6GIf31ikhQ,0,2013-02-21 13:29:23,Birthday breakfast!,aoO6EXKupIDDDMMK4PG-iw
46,JTl1nXrukJTScI0Uz0x2Fg,0,2016-11-18 20:23:00,"Try the green gables IPA, it is delicious!!",we_ONmXR0wP5-Ejx9AbIAA
47,IBxD5xo8o3FDquF1dkA31g,0,2013-02-19 20:45:57,Save room for a yummy scone!,akUC5qP68u0_frTwHLl61w
48,V3U21fM0in_0qpKUMYPNOw,0,2012-03-19 01:47:32,"15 dollar credit card minimum, no AMEX",syA7uYoDjohc7gWBWaEZmw
49,enzgrlkltK3PO-KGg1pkSQ,0,2012-07-27 19:27:17,Mani/Pedi for $15.,xceJT1G2Yhel3W2lRxRTDA
50,11fdZ98T5ddYgc12bp99PQ,0,2017-09-22 06:21:10,You can order custom rolls if you ask nicely ;),mEiQo6a56dtSXlZEl4F1rQ
51,6sKaAF8WhWyyCjfZr2Rfsg,0,2011-04-07 01:04:16,Last time... =(,330erZ8TCzA2eoexQMATBg
52,_sOni_t0FvAQuUDBEGe3Gg,0,2012-03-11 07:31:32,Busy tonight,T1jicY-vxpCOTl5SIdVLxg
53,B1I54bu8w5MikyFr7IUD7A,0,2017-06-28 18:06:39,"Dr. Spilotro is the best, awesome staff",OGufU1fcIoHbnoo-ugWfDg
54,Yk7fxB4-8MeFd6HkEF8wsA,0,2014-03-28 19:23:08,Super friendly! This is the ONLY Starbucks drive thru in Gilbert and it takes FOREVER!!,2sNEKxKcGaTVBJiokqp9Zg
55,fN_I3jP7RD2llubTvhXtKQ,0,2017-11-17 17:04:26,Red velvet pancakes. Seriously..... can't take picture. They are devoured.,kkbZPTl9Q4KVwMMBxTCiUQ
56,FzY_eaGmRAOG1TvLKTrsnw,0,2011-07-14 23:31:37,Hurry!  My Hot Stone Massage Special is about to expire!,PIaq7y05SdYBqISlNEpagQ
57,9a3DrZvpYxVs3k_qwlCNSw,0,2011-07-15 01:26:26,Mama Mia!,anHzk1C0oQRtfuDj74p2RQ
58,urWkq22ug6ppT4a6aSPwhA,0,2016-01-14 00:22:34,My first time eating a bahn mi and pho. The food here is excellent!,N3ELg9zITVB5Ij1Cnr1wKA
59,E9aC5bLfXdQVZ5csvLuLJg,0,2012-01-08 21:40:43,Green papaya salad not good.  Papaya sliced too thick and not enough fish sauce or flavoring. Portion small for price.,9uE0smG2bwgkI95RPj0lPQ
60,zvQIEpJUmLLmMMffNntHXQ,0,2014-06-07 19:16:12,Gas price 3.49 regular,rNjgVKaBh1PlUA6dYB6EUw
61,OjnRf8yDGEBCoUDdchSViw,0,2012-10-06 02:19:39,Yay hushpuppies!,tAw16nAiAcAm8V7H1dQ2eg
62,fCq3AVUzWDarScN020AcjQ,0,2016-04-17 18:26:57,"The iced kicker is a must, and if you have little ones a chocolate milk with whip cream.",VqBSNxY9nbGdUGZ5fnhudA
63,sDT7CvVLsPG1JizVddhxzg,0,2011-04-15 03:38:54,Grill marinated porkchop w julienned pork and steamed eggs...yum,5wT0vDycEzgq95yVCZ60Aw
64,FgPANtTwZqXB-edLkZTXQg,0,2010-03-13 20:52:19,Worst. Mexican. Ever.,Hc2tC2TDMD1wDjp8aCq7jA
65,yNPh5SO-7wr8HPpVCDPbXQ,0,2012-03-23 00:07:55,Yet another Business Journal event.,AIHzJz0AvTq0FxCLtBhOZA
66,GHS1rVjO-RMcRB6WJLpCDQ,0,2011-07-18 01:49:00,Put lots of sunblock!,evDmfYHbxqDAy8_27bAUNg
67,xQLs0A2dzgXgJq6K2U_UUA,0,2012-01-09 19:46:53,Annoying they don't offer baby and me movies throughout the week in a 'hood full of moms!!,_RvEDmpbQZulEdAV590QKg
68,xWcFzMj1ekDoP1pg3IHPMQ,0,2015-01-12 17:57:03,The toffee and the caramel cake are delicious!,FSJDnMPHNOpZrqR1wHp53A
69,aWVoSYc6LJLT2FrXfsFdHw,0,2017-09-19 15:36:33,"Great service, on time, explained everything and very friendly.",Q6OjHSEwO55rGLo0Wczoug
70,kVXyz0mYd7NaGuGdM_VMeQ,0,2015-12-31 05:44:31,Great bakery. Awesome tasty baked goods. Affordable  prices.,DiGzInTxDfhDGZe2ulXiwQ
71,EXMLrw5uxng5z-T9Z2X8oA,0,2012-10-06 19:54:17,Super nice staff in a busy shop,KGQZvfuthc12iq7p_VzX-w
72,Mn6PbumS7GL2v3jPilTaeg,0,2013-06-05 01:00:37,Ohh !!!! This place is Awesome.. Their Lamb chops are dying for...love coming here...,T9xfkjF1R0a_fIjZ-7Hofw
73,mlkVAm2DkGnKnNVR1AnQLA,0,2017-06-18 16:59:17,"One of the best locations because the staff are always super nice, accommodating and hard working!",5G0RQ4kAsBOPSJsKwWnaSg
74,Xwf022IffmZPq6V25iomDg,0,2012-05-18 20:39:45,We have 5 chairs left for face time networking.  Www.facetimenetworking.com,vIsEJsMbPGOVsSp04cc6EQ
75,7nv7W2ZaY8BJ9KZ-xF5vYQ,0,2012-07-25 03:35:40,Fuggit-about it it's cool learn a lot about the real Vegas!,RieCsZdS5b_I3p7lB6mo0Q
76,bAHDSbpJE3kKJkW9OBgOyw,0,2018-03-23 16:57:09,"Very nice, helpful and fast! Helped me every step along the way.",AuSB69SSnaPNTwwbFk93MQ
77,7SJoMX5ti-VoEsEW6mJLRA,0,2012-10-08 17:44:35,"Amazing talent, beautiful building, incredible orchestra but not enough estrogen in the world to make me suffer through another 3 hours.",40m0541Z_KexYkdvvqHJIQ
78,-ME7F1xPHdtyje-SzQPnkw,0,2015-01-11 16:20:51,"On their Sunday afternoon sessions - they provide the orange juice, you provide the champagne! Yay mimosas!",pkpzIhX1mNzLLEEyj4syKQ
79,maIam6HyU4FB_sBIk9ippA,0,2016-08-04 19:10:24,"If you hit ""max bet"" on one of the machines it will bet all the money you have in there.....the bartender will tell you after.....rip off",YB2SZbMgQHBOGOIsBK2Tkg
80,1HD5iUUfVJDbfEBIn9yVhw,0,2014-09-30 00:36:07,"They now have PUDDING here! For those who don't wanna make the drive to Yo & I, make your own house special here.",li7AtdY322dAqBGicsgL0g
81,gY95Q7BVB636-tAcDqC9Ww,0,2015-01-11 22:10:08,Good Mexican food quick. Good prices and family oriented. The price is good and definitely will be back again. The tableside guacamole is cool too.,SxcN4e5SKNhZ4wfEUbAMRA
82,GlRyWZMitKSTLufCPx6xkQ,0,2016-11-23 23:16:58,Tip in cash.,xTHoZ5p6P0SGr3Hh7PXQ_Q
83,W9YgQFWP1PkhYq7NtGLMXA,0,2010-04-24 16:35:01,Remodeling time!,KQm9OgdujLZiMRTksmj83w
84,9B1ivc2ztvI8XDJ5TeE5eA,0,2013-08-24 02:38:49,Terrible service and staff. Be careful if you are gonna complain about something. Manager or staff WILL LECTURE YOU. Stay away.,D6iI_B7BFRGrNgDcZcojmw
85,6oKZoCI_0ePyzfRqSFMBig,0,2014-06-08 02:20:51,One of my favorite places!!,uPDo46xDK_DDqMChG-wYaw
86,1hkksm102yQY1DyfTPSzmA,0,2011-04-17 00:31:47,Dinner time! Really just to make Katie happy. ;),wxeTtPILiMl1L-yBB-D2HA
87,7sb2FYLS2sejZKxRYF9mtg,0,2014-03-15 04:35:13,"Be sure to try the pork belly, baked lobster roll, and jalapeño bombs. For desert, homemade black sesame blanc manger, and green tea panna cotta. (And mochi! Always mochi! )",IMkif9yrPAxj-0-nrrgTBA
88,Ax2JxfCUjfBkRxcqfA4QLw,0,2012-03-12 22:34:09,No PB2 powdered peanut butter. Boo :(,PcBKCHMhV0pxmYjzGUKmYg
89,DgnIqlqYXdeg0UtSRaKcLQ,0,2015-01-16 03:40:26,"Totally AWESOME food, I was taken with the flavor and the presentation of it all!!!!",6GJQc7rRKi2AeS1j48LorA
90,2SfSzEd3B7WimeZac23zhg,0,2017-06-19 04:13:21,Delicious food and friendly service,Ryxj0u0AW3mRsRypdYli2A
91,sw3uJ-R5u8_VnJ_RrC15bg,1,2012-08-05 23:25:05,Better than the one last night..i like the cold beer room in this heat :),T1jicY-vxpCOTl5SIdVLxg
92,CqVdLcbyZzfAjeCD1qEBZQ,2,2014-03-16 20:45:34,Permanantly closed...,DBTa2O0kM6MqwP6IOTp_og
93,bNqBMZ00lnhhfxzV8OhLfQ,0,2013-06-01 20:30:47,Southern BBQ in Markham?! Whuuut?!,BqAMAM9wkjUyOJzqYOHg5g
94,PVdy4harWpqcqQZH8mZXkg,0,2012-07-22 01:25:31,Closed for business,cCtB72I6FfLDcU7Zk67N9g
95,nwHd2MbIGz0SNG8GpFjekw,0,2017-09-19 19:20:36,"Taco Tuesday, AGAIN!!!! $1 street tacos. Everything but carne asada. The best.",uS6-ArpRRwk768bRcU7Hrg
96,-UWSsdJMRYU7L2UpyusyMg,0,2012-01-03 18:09:12,"They not only checked my tire for nails, but they checked everything else, including my battery.",iyhqoE49PTX2VNITzpDw6w
97,X-b4-QvZLENnf3yFwhpSXQ,0,2014-06-07 20:30:18,Sundays are so much fun for those of you with young kiddos. Stop by to find out why...,PuCMCx8LvgUWgZhnt2PHJg
98,6qDRqHWqf0EeHupSUEBfKg,0,2014-08-25 18:23:14,Not open on Sunday. Great BBQ place and is worth the drive for those in surrounding areas.,_5uUOcTyKK1pQYwAL-Xrnw
99,XsSgv3vBOyOBXn3Co8EVIg,0,2015-02-05 08:32:25,love it missingit,X0dnuT43dT-EyKOGgwN04w
100,LsyW2kRAP0HYYP0Qov4Kng,0,2014-09-12 22:30:50,Free naan if you stay and eat,Rep7MccZrj-iHLS_hBHr1A
101,mdUnUYQoXTouoziuLzaR0g,0,2012-03-21 12:43:01,Ask for Sharon if you're getting a pedicure!,BceBAi4nnMWiUsKALGMg3A
102,R9cM1tmBkQ03lnbE_a-U4Q,0,2016-12-09 17:51:53,Fast service. Cute staff. Great value.,qPganFH_fTXrP9r3kXf6YQ
103,dSEpkUP_RuR5gG_LhJ_INA,0,2012-03-23 05:50:31,Well lit for a nice evening walk,k2boyvGyjpQ2PhWVCNM3CQ
104,THO77IL6DLob9Agt9QCjsw,0,2018-03-22 04:56:17,Still going to Anna! Schedule online!,ouk36OGbx25nO23b10L5jw
105,DC7IRSzdW-B3fkGgxFlmrA,1,2013-05-21 02:01:39,"Great place for big dogs!  Lots of grass, doggie bags and water buckets placed about.  Love it here!",0uo7LHVMFaDf1PkcGZprNg
106,aozJXsHFqdK3Do09lEgMHA,0,2012-05-19 05:13:35,Start your night here and get the long island iced tea.,6hz5iTb9afLU6HeTK7QnpQ
107,Ja_XdjkV1Tt3satbUUKjYQ,0,2013-09-06 00:11:46,Super nice staff! Love this place,3AhjaQkZABGmc0H_FrjJag
108,llZrbubcGWC-kXShnJLyQg,0,2013-02-05 01:51:37,Ice ice for me: ),6ZC-0LfOAGwaFc5XPke74w
109,cw8oFCL0BxCQCwwAr8DOOw,0,2012-04-05 00:47:49,Rib tip dinner starving with yams and mac n cheese can't go wrong,rsmGwZ6MhctENKxxYwk4sg
110,0NoHJtug9xefI2OnsANaMA,0,2012-11-02 02:23:20,Everything on the menu is fabulous! Never had a bad meal. Try the chicken enchiladas or rotisserie chicken salad.,A69QAmKSdW45kUIqd4FESg
111,WHdmQ-zPYYTJUqaUOfNpkQ,0,2012-10-20 18:50:13,Very good very different!,6ZC-0LfOAGwaFc5XPke74w
112,_esgtYSR_EFtDXTg8MXHgw,0,2014-09-18 01:44:45,No food here but they let u get delivery if you get hungry :),XAja3Ed6Fa_lwZl_7tb9aw
113,5xdKUuu4DbJ71KGbwRXfFg,0,2017-09-08 05:19:29,Hours had changed.  Check before coming.,MMxRLgkd-MgwowmggmR2Dg
114,UoRSHohdGuzfrpydZ9j0Lg,0,2014-03-28 18:19:15,99 cent tacos on Tuesday. $2 enchilada Wednesday. Tortas on Thursdays for $4 I believe.,dt9IHwfuZs9D9LOH7gjNew
115,Q5sn7sP6v_lk3pxn0xVIlA,1,2012-10-06 04:08:58,Share fries! They give you a ton of fries then come around asking if you want more. GEEZE!,J7MsJKJDSA5OGo2-Hn7MbA
116,jobP3ywRd3QNZ_GCoPG2DQ,0,2011-07-13 02:37:57,Finally watching transformers 3d imax.,udpfGxriuoBdWRBdplJl-w
117,UUMAhgIAd0SPhsPV1RRFfQ,0,2013-08-30 17:30:28,New vanilla flavor is pretty good; was skeptical at first because I've been using original for last 3 years. Good price at $24.99,bzU8Cl6B9nqV1i5NReobvw
118,P6iQA0bfU4USuzchR5wnKw,0,2012-05-22 17:32:01,It's workout/pigout day!,wxeTtPILiMl1L-yBB-D2HA
119,NQipNgmqouT2eJ7VtYm3_w,0,2016-11-18 21:16:52,"Apparently reopening in December as ""Sunrise Kosher Foods""",qoS4nIc5MlfF_j8DkYHBgw
120,RJOFGZZf3ho04ku0fcFRdA,0,2018-03-29 23:01:23,Some of the dishes lack flavour so definitely add some of the spices at the table! Still delicious overall,gwmyGLz4eBm9QiBU_Ze2KQ
121,HiHfwu0c1k8m8aEJ9VwAQQ,0,2012-03-15 23:56:59,Best Portuguese chicken in town!,94MGddLz0pj-Ob9m657Wuw
122,rn2uglsCXkHq5eWppZkjGQ,0,2010-04-22 17:23:45,A tad expensive,XWBlluAw866xtkrljou8sA
123,btQ1XQgCcRudMyJUUGvHKg,0,2012-10-08 03:34:05,Never going back here after the way the larger lady bartender acted.,bxBR0vakC_OAU-5rCYCDsw
124,WSVLZy-A3sznGSWyjnDbmg,0,2015-05-16 04:58:01,it's a bar in ndg.,AStTppA8-jqhDxF2kajwaw
125,FaHADZARwnY4yvlvpnsfGA,1,2013-12-03 03:32:31,"Just park in the lot at pickup and pay the $2.  It's not worth the hassle to drive through over and over. Plus, you get brownie points from whoever you pick up for meeting them in the terminal.",TnhTyk1qfJ8jL2bHpeTrhQ
126,h6Y1-KfN2XBkcrV85CS8yg,0,2014-08-29 15:14:09,Seats were good. Food was ok. Decent drinks. Better than a regular movie.,93z51tzHUp4ycmC45puYRg
127,oj8qk3W7O9oq15VIs-vYJQ,0,2015-09-21 02:52:09,Eat at the bar. It's awesome.,E3OfYM72qgnzJKRmAW0Fdw
128,zidkKI_N1OPxsiddTOQH_Q,0,2017-09-25 20:18:13,Tasty & quick friendly service.,81pTE_HsEauWEMSZVQElbQ
129,YBLVD61RFdP5H-RGLSIPUw,0,2012-10-16 00:23:56,Nights are so busy! I prefer early mornings!,1GCZfavvSEdqWhrcJQC-kA
130,J07TDs6qnTIaxm48EL1cKQ,0,2010-05-09 20:33:01,"Bloody Mary is a bit too sweet, but has an ok bite.",-oHBgKNC6xGHIGdoZW3ReQ
131,WtsxMPURczWQY7y6cNUy8Q,0,2014-06-03 20:22:36,The Green Goddess Sandwich is amazing along with their Raw tacos in cabbage leaf shells. The place is very peaceful full of friendly and helpful people it really does have a spiritual vibe I can explain. Plus you can find any herb or supplement in existence.,I003WaxhVyk6rX7zmaZ-Sw
132,VlDTUr3y-bdVZDKXEILKfQ,0,2016-01-02 00:41:17,Still one of our favorite local places to go!,mRMoX1irrRhkd4w6na4dqg
133,-hn7E7b3VwRjwhNEDgmGIQ,0,2012-10-26 16:44:44,"We've found a new breakfast spot! Corned beef hash was awesome as were the eggs and French Toast! Hubby got country fried steak and said it was very good too. Good, fast service as well.",V3EJsWicBRxIn0fs85THlw
134,gO_z_5FQVHLCiJjOsfE1fg,0,2012-10-23 02:57:06,"You can buy there different meats by the ounce, three ounce min!",gqpnDoFx42U5NdtejYfKOg
135,ugLqbAvBdRDc-gS4hpslXw,0,2013-02-07 02:28:43,"Sushi does not mean ""raw fish,"" but ""vinegar[ed] rice.""",EnkN58MPWLAydD1Q8d1LZQ
136,6OkjUz-I552moryf3qN1Gg,0,2015-02-01 00:22:06,The food is great the service to...the atmosphere is jumping,1BWCs7aXDg-EiLmv-U3qtw
137,piGQNN6ECbSC0agHhvoVeg,0,2013-05-22 00:16:38,LUXY Design!!  3 weeks still in perfect condition !!,jtM-lajwSwW65wJRaMuFxg
138,0ldxjei8v4q95fApIei3Lg,0,2012-01-11 20:14:32,Ask for the biscuits and butter when you sit down.,uG35h72BAMutvXAWdRpqCQ
139,R3B_ibZvlrgzch_UkYQkrg,0,2016-07-30 06:47:46,Horribly slow!!!!!!!!!!! It's just ridiculous how slow they are,mo-Xf9kSLvv9Qz8YGZRfqw
140,NlNqsImMrzaZlE0xyo5XWA,0,2015-09-14 16:07:35,No cellphone service. At least not on a Verizon phone.,FahXU1Sh3otKR9AR4qsqPg
141,SMPbvZLSMMb7KU76YNYMGg,0,2016-10-10 04:42:54,"Don't bother with mobile check in. They ""lost"" our check in. We waited hours to hear if our room was ready, finally called, and they had given away the last king deluxe room even though we'd made reservations months in advance.",_cLzb8A4lhYT9QcgcsJuVQ
142,1jMtot685bxNT7oeSTNCaA,0,2013-08-20 20:21:00,Have tons of salvaged old wood moulding and stair case railings etc.,N-pi-twvDI08ubRth9q0kw
143,F6Xyqyoi_RCTc3mf00ip2Q,0,2013-02-13 20:18:43,Call in your order for take out!,o6__ZWGttmlxG87FuHcF0w
144,336_K7i9-jrEhvQleGUVQw,0,2012-05-25 01:18:05,Lunch service daily. No parking in front lot (all reserved),9bcFzhy96znoZGpZnjChJw
145,8LYul-0GwtmoYOoXX1fpwg,0,2012-03-15 01:00:00,Another bridesmaid dress fixed up! Thanks Valentina!,T1jicY-vxpCOTl5SIdVLxg
146,e9ReYEygFmRszaWKP9ndFg,0,2012-10-25 06:08:57,crazy busy location- chaotic and messy,HuWEj615KvxRmjJq8JY7Ng
147,bcJmbFHVAkLFqhJbUTdbyQ,0,2012-03-16 22:56:08,It's a crown bakery pastry kind of day ;),a48HhwcmjFLApZhiax41IA
148,f79mtjCKvrBtd5aEtaMTYQ,0,2013-08-26 20:18:45,"Be sure to ask for dressing on the side. Got a side salad and it was drenched. The grilled chicken sandwich has a lot of grilled chicken. The canned Muzak is heinous. I mean 70's easy rock like ""the rose"" and Neil Diamond.",iGG25CqWNpXbbACz7mbi7Q
149,wZukjLaf1V2dLRQap_Zriw,0,2012-03-17 23:17:16,"Parking can be tough, carpooling is advisable.",LNeUIkubMxRZxvOmzzg2tg
150,zQlaDJqp3c_HAuYP5Ukk3w,0,2015-01-12 02:44:00,They open on Sundays even though it said they close on Sunday on Yelp. So call and double check before you go.,yHMNrMBSvzw_fxBAyPCo_A
151,-kWzbYfMA68JjV2M5os2FA,0,2013-02-03 01:49:47,Clean,0qMik3XhkXYENJ60500vtw
152,t_yiQnxUDdPPCN2z4QyezA,0,2010-12-11 02:32:13,Yum!,GxkY7BqazkQu6I9HBDpbqQ
153,uW6UHfONAmm8QttPkbMewQ,0,2017-07-12 21:29:29,Don't eat musubis that have been sitting in the heat box on the counter unless they are made fresh. It was gray and spoiled already when they sold it to us.,Fuekh1vNrATMHlE5k2NFMg
154,sfzX4Ndds39mhS-Chr2lJw,0,2011-07-14 18:52:31,"Thursday Draft Beer night $1 per glass, Friday and Saturday night an italian singer with keyboardust 7-10pm.",bP1-iaqAuy4tEoviQaxJrA
155,pomGBqfbxcqPv14c3XH-ZQ,0,2012-10-19 22:38:47,"Our server, Earl, was very nice and helped us with some tasty recommendations!",MbKSGBDhCrp-q_tzSkSENg
156,P8IsTiHq5Hesa6UPL604ww,0,2015-01-18 03:41:49,Closed for remodel until 1/28/2015,zb7LquEgFXh6aKaXAALMqw
157,kWyx--E6xf-R9Y-_pZ6WvQ,0,2011-10-19 03:22:48,My first official band practice.,VVZyTpk6r4frT1LwlgddEg
158,SvHAczHxIJ00QlJ9ovQR8g,0,2011-04-24 08:05:01,"This place is small, little windy tonight",F2IbnY4CpTfSxQijPtDKKg
159,VHZPbCbIPHEkKOotdCTiow,0,2014-03-16 01:40:23,Better than kuma. X10,QDvX9KJ53kt3O7M3k43Iew
160,NF6di6YcQxN0rDAleE7SyQ,0,2013-05-26 01:00:50,Great specials. The creamy chicken soup is cornstarch based similar to hot and sour soups. Very good.,P4ULVoqkCvHbJSv3_YKmuA
